glass_type,artifact_i,artifact_j,co_cluster_frequency,n_joint_resamples,k,stable_subclass_supported
铅钡,57,32,0.03591160220994475,362,6,0
铅钡,57,33,0.05121293800539083,371,6,0
铅钡,57,34,0.5840220385674931,363,6,0
铅钡,57,35,0.08379888268156424,358,6,0
铅钡,57,36,0.5989159891598916,369,6,0
铅钡,57,37,0.17223650385604114,389,6,0
铅钡,57,38,0.5612535612535613,351,6,0
铅钡,57,39,0.553072625698324,358,6,0
铅钡,57,40,0.2535211267605634,355,6,0
铅钡,57,41,0.1002710027100271,369,6,0
铅钡,57,42,0.125,360,6,0
铅钡,57,43,0.18328840970350405,371,6,0
铅钡,57,44,0.010869565217391304,368,6,0
铅钡,57,45,0.07180851063829788,376,6,0
铅钡,57,46,0.1362397820163488,367,6,0
铅钡,57,47,0.306282722513089,382,6,0
铅钡,57,48,0.008333333333333333,360,6,0
铅钡,57,49,0.10227272727272728,352,6,0
铅钡,57,50,0.6384180790960452,354,6,0
铅钡,57,51,0.5983379501385041,361,6,0
铅钡,57,52,0.4478021978021978,364,6,0
铅钡,57,53,0.06552706552706553,351,6,0
铅钡,57,54,0.5520231213872833,346,6,0
铅钡,57,55,0.5862068965517241,377,6,0
铅钡,57,56,1.0,361,6,0
铅钡,57,57,1.0,575,6,0
铅钡,57,58,0.14447592067988668,353,6,0
铅钡,58,02,0.2546419098143236,377,6,0
铅钡,58,08,0.15869017632241814,397,6,0
铅钡,58,11,0.6537313432835821,335,6,0
铅钡,58,19,0.9807162534435262,363,6,0
铅钡,58,20,0.41032608695652173,368,6,0
铅钡,58,23,0.24444444444444444,360,6,0
铅钡,58,24,0.13353115727002968,337,6,0
铅钡,58,25,0.17032967032967034,364,6,0
铅钡,58,26,0.10626702997275204,367,6,0
铅钡,58,28,0.013513513513513514,370,6,0
铅钡,58,29,0.002824858757062147,354,6,0
铅钡,58,30,0.3753280839895013,381,6,0
铅钡,58,31,0.029411764705882353,374,6,0
铅钡,58,32,0.008310249307479225,361,6,0
铅钡,58,33,0.008174386920980926,367,6,0
铅钡,58,34,0.20588235294117646,374,6,0
铅钡,58,35,0.0028328611898017,353,6,0
铅钡,58,36,0.054945054945054944,364,6,0
铅钡,58,37,0.2997416020671835,387,6,0
铅钡,58,38,0.06779661016949153,354,6,0
铅钡,58,39,0.039886039886039885,351,6,0
铅钡,58,40,0.06571428571428571,350,6,0
铅钡,58,41,0.21153846153846154,364,6,0
铅钡,58,42,0.33242506811989103,367,6,0
铅钡,58,43,0.7972222222222223,360,6,0
铅钡,58,44,0.005434782608695652,368,6,0
铅钡,58,45,0.01366120218579235,366,6,0
铅钡,58,46,0.044444444444444446,360,6,0
铅钡,58,47,0.028089887640449437,356,6,0
铅钡,58,48,0.005494505494505495,364,6,0
铅钡,58,49,0.2612359550561798,356,6,0
铅钡,58,50,0.3595505617977528,356,6,0
铅钡,58,51,0.4715909090909091,352,6,0
铅钡,58,52,0.11263736263736264,364,6,0
铅钡,58,53,0.008333333333333333,360,6,0
铅钡,58,54,0.3286908077994429,359,6,0
铅钡,58,55,0.082010582010582,378,6,0
铅钡,58,56,0.09523809523809523,378,6,0
铅钡,58,57,0.14447592067988668,353,6,0
铅钡,58,58,1.0,573,6,0
